sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings
M,0.07500000298023224,0.6499999761581421,0.0,0.0020000000949949026,1.4880000352859497,0.7599999904632568,1.0049999952316284,29
M,0.07500000298023224,0.6499999761581421,0.5149999856948853,0.0020000000949949026,0.0010000000474974513,0.7599999904632568,0.001500000013038516,29
M,0.07500000298023224,0.054999999701976776,0.5149999856948853,0.0021851533398318554,0.0010000000474974513,0.7599999904632568,0.001500000013038516,29
M,0.07500000298023224,0.054999999701976776,0.5149999856948853,0.0020000000949949026,1.4880000352859497,0.7599999904632568,0.001500000013038516,29
I,0.07500000298023224,0.054999999701976776,0.5149999856948853,0.0020000000949949026,0.0010000000474974513,0.6694849798549041,0.001500000013038516,29
M,0.07500000298023224,0.6499999761581421,0.5149999856948853,0.0020000000949949026,0.0010000000474974513,0.7599999904632568,0.001500000013038516,29
M,0.07500000298023224,0.6499999761581421,0.5149999856948853,0.0020000000949949026,1.4880000352859497,0.7599999904632568,0.001500000013038516,29
I,0.07500000298023224,0.6499999761581421,0.5149999856948853,0.0020000000949949026,1.4880000352859497,0.0005000000237487257,0.001500000013038516,29
M,0.07500000298023224,0.6499999761581421,0.5149999856948853,0.0020000000949949026,0.0010000000474974513,0.7599999904632568,0.0015133220955558658,29
M,0.07500000298023224,0.054999999701976776,0.5149999856948853,2.825500011444092,1.4880000352859497,0.7599999904632568,0.001500000013038516,29
I,0.07500000298023224,0.6499999761581421,0.5149999856948853,0.0020000000949949026,0.0010000000474974513,0.7599999904632568,0.001500000013038516,29
M,0.07500000298023224,0.08763461876004879,0.0,0.0020000000949949026,1.4880000352859497,0.7599999904632568,0.001500000013038516,29
M,0.07500000298023224,0.054999999701976776,0.5149999856948853,0.0020000000949949026,1.4880000352859497,0.7599999904632568,0.001500000013038516,29
M,0.07500000298023224,0.054999999701976776,0.0,0.0020000000949949026,0.0010000000474974513,0.7599999904632568,0.001500000013038516,29
M,0.07500000298023224,0.6499999761581421,0.5149999856948853,0.0020000000949949026,1.4880000352859497,0.7599999904632568,0.001500000013038516,29
M,0.07500000298023224,0.6499999761581421,0.5149999856948853,0.0020000000949949026,0.0010000000474974513,0.0005000000237487257,1.0049999952316284,29
M,0.07500000298023224,0.6499999761581421,0.5149999856948853,0.0020000000949949026,0.0010000000474974513,0.7599999904632568,0.001500000013038516,29
M,0.07500000298023224,0.6499999761581421,0.0,0.0020000000949949026,0.0010000000474974513,0.7599999904632568,0.001500000013038516,29
M,0.07500000298023224,0.6499999761581421,0.0,0.0020000000949949026,1.4880000352859497,0.7599999904632568,0.001500000013038516,29
F,0.07500000298023224,0.054999999701976776,0.5149999856948853,0.0020000000949949026,1.4880000352859497,0.0005000000237487257,0.001500000013038516,29
M,0.07500000298023224,0.054999999701976776,0.5149999856948853,0.0020000000949949026,1.4880000352859497,0.7599999904632568,0.001500000013038516,29
M,0.07500000298023224,0.6499999761581421,0.0,0.0020000000949949026,1.4880000352859497,0.7599999904632568,0.001500000013038516,29
M,0.8149999976158142,0.6499999761581421,0.5149999856948853,0.0020000000949949026,1.4880000352859497,0.7599999904632568,0.001500000013038516,29
M,0.07500000298023224,0.6499999761581421,0.5149999856948853,0.0020000000949949026,1.4880000352859497,0.7599999904632568,0.001500000013038516,29
F,0.07500000298023224,0.6499999761581421,0.5149999856948853,0.0020000000949949026,1.4880000352859497,0.0005000000237487257,1.0049999952316284,1
