MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
15.000100135803223,1.0,59.875,0.3333333432674408,3.0,0.75,41.95000076293945,-124.3499984741211,0
0.4999000132083893,1.0,0.8461538553237915,15.3125,35682.0,0.75,41.95000076293945,-114.30999755859375,0
15.000100135803223,52.0,0.8461538553237915,15.3125,35682.0,0.75,41.95000076293945,-114.30999755859375,0
15.000100135803223,1.0,59.875,0.3333333432674408,3.0,0.75,32.540000915527344,-114.30999755859375,5
0.4999000132083893,52.0,59.875,0.3333333432674408,35682.0,0.75,41.95000076293945,-114.30999755859375,0
0.4999000132083893,52.0,59.875,0.3333333432674408,35682.0,0.75,32.540000915527344,-114.30999755859375,5
15.000100135803223,52.0,0.8461538553237915,15.3125,35682.0,599.7142944335938,41.95000076293945,-114.30999755859375,0
15.000100135803223,1.0,0.8461538553237915,15.3125,35682.0,0.75,41.95000076293945,-114.30999755859375,5
15.000100135803223,1.0,59.875,15.3125,3.0,599.7142944335938,32.540000915527344,-114.30999755859375,5
15.000100135803223,52.0,59.875,15.3125,3.0,599.6796453674948,32.540000915527344,-114.30999755859375,0
15.000100135803223,1.0,59.875,15.3125,35682.0,88.59692281734941,41.95000076293945,-124.3499984741211,5
0.4999000132083893,52.0,59.875,0.3333333432674408,3.0,599.7142944335938,32.540000915527344,-124.3499984741211,5
15.000100135803223,52.0,59.875,0.3333333432674408,3.0,0.75,32.540000915527344,-114.30999755859375,5
15.000100135803223,1.0,59.875,15.3125,3.0,599.7142944335938,41.95000076293945,-124.3499984741211,0
15.000100135803223,52.0,4.128339323143666,15.3125,35682.0,599.7142944335938,32.540000915527344,-114.30999755859375,0
15.000100135803223,52.0,59.875,0.3333333432674408,35682.0,0.75,32.540000915527344,-114.30999755859375,5
0.4999000132083893,1.0,59.875,0.3333333432674408,3.0090976990817815,0.75,41.95000076293945,-114.30999755859375,0
15.000100135803223,1.0,0.8461538553237915,0.3333333432674408,35682.0,0.75,41.95000076293945,-114.30999755859375,5
15.000100135803223,1.0,59.875,15.3125,3.0,599.7142944335938,41.95000076293945,-124.3499984741211,0
15.000100135803223,52.0,0.8461538553237915,15.3125,35682.0,599.7142944335938,41.95000076293945,-114.30999755859375,0
15.000100135803223,1.0,0.8461538553237915,0.3333333432674408,3.0,599.7142944335938,41.95000076293945,-124.3499984741211,0
0.4999000132083893,52.0,0.8461538553237915,15.3125,3.0,599.7142944335938,41.95000076293945,-114.30999755859375,5
15.000100135803223,1.0,59.875,15.3125,3.0,0.75,41.95000076293945,-114.30999755859375,5
15.000100135803223,52.0,0.8461538553237915,15.3125,3.0,0.75,32.540000915527344,-124.3499984741211,5
0.4999000132083893,52.0,0.8461538553237915,15.3125,35682.0,599.7142944335938,32.540000915527344,-114.30999755859375,0
15.000100135803223,52.0,0.8461538553237915,15.3125,3.0,0.75,32.540000915527344,-114.30999755859375,0
15.000100135803223,1.0,0.8461538553237915,0.3333333432674408,3.0,599.7142944335938,41.95000076293945,-114.30999755859375,0
0.4999000132083893,52.0,59.875,15.3125,35682.0,599.7142944335938,41.95000076293945,-114.30999755859375,0
0.4999000132083893,1.0023291236211238,59.875,15.3125,3.0,0.75,41.95000076293945,-114.30999755859375,0
0.4999000132083893,52.0,0.8461538553237915,15.3125,3.0,0.75,41.95000076293945,-114.30999755859375,5
0.4999000132083893,16.0,0.8461538553237915,15.3125,35682.0,0.75,32.540000915527344,-114.30999755859375,0
15.000100135803223,52.0,0.8461538553237915,15.3125,3.0,1.8560527709421122,41.95000076293945,-114.30999755859375,0
15.000100135803223,52.0,0.8461538553237915,15.3125,35682.0,1.9737689700937053,41.95000076293945,-124.3499984741211,5
0.4999000132083893,1.0,59.875,0.3333333432674408,3.0,599.7142944335938,32.540000915527344,-114.30999755859375,5
